PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
66,89,1.6,1026.8,-5.6,0,3.3,44,59,19,58,1100,84,1200,84,20,56
72,77,0.9,1026.9,-5.8,0,1.3,66,89,20,56,1200,84,1399,84,18,54
60,68,0.2,1026.5,-6,0,2,72,77,18,54,1399,84,1300,84,17,54
58,67,-0.7,1026.2,-5.9,0,2.1,60,68,17,54,1300,84,1300,84,18,56
58,68,-1.2,1026.1,-4.7,0,1.4,58,67,18,56,1300,84,1200,84,19,60
72,75,-1.1,1026.4,-4.8,0,1.3,58,68,19,60,1200,84,1300,84,21,64
61,75,-1,1026.4,-4.2,0,0.9,72,75,21,64,1300,84,1399,84,21,66
73,75,-0.1,1026.8,-4.4,0,1.3,61,75,21,66,1399,84,1500,84,20,68
72,80,1.5,1026.8,-4.8,0,1.2,73,75,20,68,1500,84,1600,84,24,70
80,93,2.9,1026.3,-5,0,1,72,80,24,70,1600,84,1700,84,28,69
100,114,4.4,1025.1,-4.9,0,1.2,80,93,28,69,1700,84,1899,84,35,73
115,126,5.5,1024.2,-4.7,0,1.8,100,114,35,73,1899,84,1899,84,41,77
126,134,8.1,1023.1,-5.7,0,2.7,115,126,41,77,1899,84,1899,84,47,82
115,119,8.9,1021.8,-6.1,0,3.1,126,134,47,82,1899,84,1200,84,84,66
111,117,9.8,1021,-6.1,0,4.3,115,119,84,66,1200,84,1000,84,109,57
101,113,9.2,1020.4,-6.7,0,3.2,111,117,109,57,1000,84,1000,83,108,54
102,106,8.7,1020.1,-6.3,0,2.1,101,113,108,54,1000,83,1100,74,107,62
111,116,7.7,1020.2,-5.4,0,2.9,102,106,107,62,1100,74,1200,68,104,66
116,118,6.9,1020.4,-4.8,0,1.1,111,116,104,66,1200,68,1200,68,84,72
117,119,6.8,1020.6,-4.3,0,1.2,116,118,84,72,1200,68,1200,68,72,88
118,119,5.1,1020.6,-3.7,0,1.3,117,119,72,88,1200,68,1300,68,71,94
128,133,5,1020.5,-3.3,0,1.6,118,119,71,94,1300,68,1500,68,63,105
147,160,3.8,1020.3,-3.3,0,1.1,128,133,63,105,1500,68,2100,68,62,105
161,167,2.2,1019.8,-3.3,0,1.2,147,160,62,105,2100,68,2100,68,63,104
159,163,1.3,1019.7,-3.2,0,0.5,161,167,63,104,2100,68,1800,68,54,101
138,159,0.5,1019.2,-2.4,0,0.7,159,163,54,101,1800,68,2100,68,47,98
177,186,0.7,1018.6,-3,0,1,138,159,47,98,2100,68,2600,68,53,109
196,216,0.7,1018.3,-3,0,1,177,186,53,109,2600,68,3100,68,64,121
191,207,-0.4,1018.2,-3.1,0,0,196,216,64,121,3100,68,2899,68,60,113
183,196,-1,1018.2,-2.7,0,0.8,191,207,60,113,2899,68,2700,68,57,110
169,179,-1.2,1017.9,-2.6,0,0,183,196,57,110,2700,68,2299,68,72,108
163,163,1.8,1018.4,-1.8,0,0.7,169,179,72,108,2299,68,2700,68,68,100
162,170,3.7,1018.5,-2.3,0,1.1,163,163,68,100,2700,68,2399,68,90,102
168,176,5,1017.6,-2.4,0,1.1,162,170,90,102,2399,68,2299,68,93,100
168,177,7.1,1016.8,-2.6,0,1,168,176,93,100,2299,68,1899,16,94,100
187,190,8.7,1016.1,-2.3,0,1.5,168,177,94,100,1899,16,1899,21,95,100
208,211,9.9,1015,-2.8,0,0.5,187,190,95,100,1899,21,2200,24,103,111
225,232,11.1,1013.8,-2.4,0,1.8,208,211,103,111,2200,24,2100,68,98,116
244,244,11.8,1013.2,-0.7,0,2.1,225,232,98,116,2100,68,2399,68,99,143
280,287,12,1012.9,-0.5,0,1.7,244,244,99,143,2399,68,2299,60,94,152
254,283,12,1012.8,-0.2,0,2.1,280,287,94,152,2299,60,1899,65,88,117
261,265,11,1013.3,0.4,0,1.7,254,283,88,117,1899,65,1800,65,78,105
275,284,10.4,1013.9,0.4,0,1,261,265,78,105,1800,65,1899,65,71,105
290,297,8.1,1014.6,0.8,0,0.5,275,284,71,105,1899,65,1899,65,74,110
309,314,6.9,1015.4,1.2,0,0,290,297,74,110,1899,65,2399,65,84,117
304,311,6.4,1016.4,1.3,0,0.4,309,314,84,117,2399,65,2299,65,81,143
281,294,7.4,1017.1,1,0,0,304,311,81,143,2299,65,2299,65,82,141
287,304,6.9,1017.4,1.2,0,1.3,281,294,82,141,2299,65,3000,65,80,150
355,383,5.9,1017.6,1,0,0.9,287,304,80,150,3000,65,3799,65,81,185
335,344,7,1018,0,0,1.7,355,383,81,185,3799,65,3100,65,78,164
290,319,6.4,1018.3,-0.8,0,2,335,344,78,164,3100,65,2700,65,73,153
290,296,6.2,1018.6,-0.5,0,2.6,290,319,73,153,2700,65,2299,65,67,147
275,282,6,1019.4,-0.7,0,2.4,290,296,67,147,2299,65,2200,65,62,140
274,275,5.1,1020.3,-0.9,0,0.9,275,282,62,140,2200,65,2100,65,63,132
270,271,5.3,1021.2,-0.8,0,1.7,274,275,63,132,2100,65,2000,65,58,128
306,267,6.1,1022.1,-0.2,0,0.4,270,271,58,128,2000,65,2299,65,52,129
296,259,8.5,1022.3,-0.5,0,1.1,306,267,52,129,2299,65,2000,65,54,123
289,250,11.1,1022.3,-1,0,1,296,259,54,123,2000,65,2000,65,66,120
273,231,13.1,1021.7,-1.7,0,1.7,289,250,66,120,2000,65,1899,65,86,114
242,203,14,1021.3,-1.6,0,1.2,273,231,86,114,1899,65,2100,65,92,121
211,181,14,1020.3,-2.5,0,2.3,242,203,92,121,2100,65,2100,88,86,98
178,188,14.2,1019.2,-1.5,0,2.4,211,181,86,98,2100,88,2200,94,89,100
194,159,14.1,1018.3,-1.2,0,2.5,178,188,89,100,2200,94,2000,107,76,86
160,170,13.9,1017.6,-0.6,0,2.7,194,159,76,86,2000,107,2100,107,75,88
186,209,13.3,1016.8,-0.4,0,2.5,160,170,75,88,2100,107,2700,107,81,104
208,172,12.4,1016.7,2,0,2.4,186,209,81,104,2700,107,2700,107,77,101
164,175,11,1016.6,1.8,0,2.1,208,172,77,101,2700,107,2700,107,70,106
172,200,10,1016.8,2.1,0,2.1,164,175,70,106,2700,107,2600,107,59,127
208,222,9.2,1016.6,1.4,0,1.9,172,200,59,127,2600,107,2399,107,55,110
260,218,8.4,1015.9,0.4,0,1.7,208,222,55,110,2399,107,2299,107,57,125
216,218,8.1,1015,-0.2,0,0.8,260,218,57,125,2299,107,2200,107,57,130
194,156,7.9,1014.4,0.1,0,1.6,216,218,57,130,2200,107,1899,107,52,112
153,165,7.6,1014,0.3,0,0.7,194,156,52,112,1899,107,1700,107,49,107
161,179,6.6,1013.1,0.7,0,0.7,153,165,49,107,1700,107,2000,107,56,118
216,180,5.7,1012,0.8,0,1.1,161,179,56,118,2000,107,2100,107,56,116
216,176,6.6,1010.7,0.7,0,0.4,216,180,56,116,2100,107,NA,107,67,109
212,175,6.4,1009.9,0.5,0,0.4,216,176,67,109,NA,107,NA,107,60,110
211,166,6,1009.3,0.9,0,1,212,175,60,110,NA,107,NA,107,54,91
173,177,5.3,1008,0.8,0,1.2,211,166,54,91,NA,107,NA,107,50,96
215,168,5.8,1007.6,1.3,0,1,173,177,50,96,NA,107,NA,107,47,106
176,186,7.8,1007.3,1.4,0,0.8,215,168,47,106,NA,107,NA,107,51,107
190,211,9,1006.3,1.6,0,1.6,176,186,51,107,NA,107,NA,107,65,115
200,223,10.3,1005.2,1.9,0,1.5,190,211,65,115,NA,107,NA,107,81,125
226,268,11.9,1003.3,2.1,0,1,200,223,81,125,NA,107,NA,107,90,146
275,319,13.7,1001.9,2.3,0,1.9,226,268,90,146,NA,107,NA,107,110,147
318,352,14.9,1000.4,2.7,0,1.1,275,319,110,147,NA,107,NA,107,122,147
347,374,15.9,999.2,3,0,2.4,318,352,122,147,NA,107,NA,107,122,140
362,367,15.1,998.4,3.2,0,1.7,347,374,122,140,NA,107,NA,107,105,134
404,368,15.8,997.8,3.2,0,0.6,362,367,105,134,NA,107,NA,107,92,132
396,352,14.1,997.9,3.8,0,1.2,404,368,92,132,NA,107,NA,107,78,136
357,358,12.4,997.8,3.9,0,1.3,396,352,78,136,NA,107,NA,107,72,145
373,391,10.1,998,4.2,0,0.8,357,358,72,145,NA,107,NA,105,66,160
394,421,11.2,998.2,4.2,0,1.3,373,391,66,160,NA,105,NA,107,59,193
417,438,10.4,998.3,4.3,0,1.5,394,421,59,193,NA,107,NA,107,60,244
441,475,8.7,997.7,4.1,0,0.8,417,438,60,244,NA,107,NA,107,64,236
509,452,7.9,997.8,4.5,0,1,441,475,64,236,NA,107,NA,107,66,212
487,452,8.4,997.9,3.8,0,1.1,509,452,66,212,NA,107,NA,107,69,197
430,430,11.3,998,-5.7,0,2.4,487,452,69,197,NA,107,NA,107,69,216
329,431,11.7,997.9,-8.8,0,2.7,430,430,69,216,NA,107,NA,107,65,160
46,142,11.2,998.1,-10.4,0,3.8,329,431,65,160,NA,107,NA,107,10,52
29,139,10.3,998.7,-10.5,0,4.3,46,142,10,52,NA,107,NA,107,10,44
22,116,9.1,1000.8,-8.5,0,5.8,29,139,10,44,NA,107,NA,107,6,35
14,99,7.8,1002,-11,0,8.3,22,116,6,35,NA,107,NA,107,7,33
12,64,7.2,1003.8,-14.9,0,4.3,14,99,7,33,NA,107,NA,107,13,34
3,6,6.8,1004.9,-16.6,0,2.6,12,64,13,34,NA,107,NA,107,4,27
3,6,8.3,1005.9,-19.5,0,6.9,3,6,4,27,NA,107,NA,107,3,26
3,6,9,1006.3,-20,0,3.2,3,6,3,26,NA,107,NA,107,3,27
3,6,9.9,1006.1,-18.3,0,4.9,3,6,3,27,NA,107,NA,107,3,20
12,6,10.8,1005.3,-18.6,0,3.5,3,6,3,20,NA,107,NA,107,3,21
10,6,11.3,1004,-17.2,0,4.3,12,6,3,21,NA,107,NA,107,5,22
12,6,11.2,1002.8,-17.2,0,2.7,10,6,5,22,NA,107,NA,107,6,22
11,6,11.2,1002.3,-17.2,0,1.6,12,6,6,22,NA,107,NA,107,6,25
12,6,10.2,1002,-17.1,0,3.2,11,6,6,25,NA,107,NA,92,7,26
3,8,9.2,1002.6,-5.1,0,5,12,6,7,26,NA,92,NA,82,5,40
13,71,6.3,1003.6,-4.2,0,6,3,8,5,40,NA,82,NA,73,10,45
73,193,4.7,1005.4,-4.9,0,4.9,13,71,10,45,NA,73,NA,39,35,68
45,86,3.5,1006,-4.9,0,2.5,73,193,35,68,NA,39,NA,50,21,48
35,56,2.9,1006.5,-5.8,0,2.6,45,86,21,48,NA,50,NA,48,16,46
32,42,2,1006.4,-5.6,0,2.8,35,56,16,46,NA,48,NA,43,15,47
32,42,1.8,1007.5,-5.6,0,3.2,32,42,15,47,NA,43,NA,43,15,47
29,30,1.5,1007.8,-5.4,0,2.8,32,42,15,47,NA,43,NA,34,14,45
13,30,1.1,1008.1,-5.4,0,2.2,29,30,14,45,NA,34,NA,32,16,52
14,30,0.9,1007.8,-5.8,0,2,13,30,16,52,NA,32,NA,26,14,52
30,36,0.6,1007.9,-5.9,0,1.7,14,30,14,52,NA,26,NA,35,14,59
11,20,0.5,1007.5,-5.9,0,1.6,30,36,14,59,NA,35,NA,30,11,49
7,19,0.5,1007.7,-5.1,0,1.4,11,20,11,49,NA,30,NA,30,11,49
9,17,0.4,1008.3,-4.8,0,1.1,7,19,11,49,NA,30,NA,40,12,52
6,19,1.6,1008.9,-4.7,0,1.7,9,17,12,52,NA,40,NA,31,11,42
34,49,2.5,1009.3,-3.8,0,2.1,6,19,11,42,NA,31,NA,20,14,66
44,68,2.7,1009.8,-3.9,0,1.8,34,49,14,66,NA,20,NA,20,17,67
47,64,3.1,1009.9,-3.5,0,0.9,44,68,17,67,NA,20,NA,31,17,58
63,70,4.2,1009.5,-2.9,0,2.9,47,64,17,58,NA,31,NA,32,13,52
47,56,4.7,1009,-2.6,0,2.7,63,70,13,52,NA,32,NA,33,11,49
47,58,5,1009,-1.7,0,1.7,47,56,11,49,NA,33,NA,36,13,52
50,63,5.3,1009.2,-1.4,0,3.1,47,58,13,52,NA,36,NA,38,12,50
49,52,4.7,1009.8,-0.7,0,2.9,50,63,12,50,NA,38,NA,43,13,49
48,66,4.2,1010.8,1.1,0,1.9,49,52,13,49,NA,43,NA,41,12,51
45,51,2.9,1011.9,1.7,0.7,2.6,48,66,12,51,NA,41,NA,33,9,54
42,31,2.2,1013.4,1.3,0.5,1.4,45,51,9,54,NA,33,NA,28,6,58
29,34,2.1,1014.9,1.4,0.5,3.1,42,31,6,58,NA,28,NA,21,4,60
63,42,1.4,1016.3,0.8,0.7,2,29,34,4,60,NA,21,NA,18,4,58
60,72,0.9,1017.1,0,0.6,2.4,63,42,4,58,NA,18,NA,25,6,55
72,82,0.1,1017.9,-0.8,0.4,2.2,60,72,6,55,NA,25,NA,26,5,53
73,83,-0.5,1018.6,-1.2,0.8,1.6,72,82,5,53,NA,26,NA,23,5,54
58,65,-0.8,1019.7,-1.5,1.3,1.2,73,83,5,54,NA,23,NA,21,4,41
41,41,-1,1020.3,-1.6,1.6,1.1,58,65,4,41,NA,21,NA,23,5,39
38,38,-1.2,1020.5,-1.8,0.7,0.9,41,41,5,39,NA,23,NA,22,5,36
33,35,-2.2,1021.2,-2.8,0.7,1.4,38,38,5,36,NA,22,NA,17,5,37
34,36,-2.2,1021.1,-2.6,1,1.2,33,35,5,37,NA,17,NA,20,5,37
28,37,-4,1021.6,-4.5,0.8,0,34,36,5,37,NA,20,NA,32,6,34
30,6,-5.1,1021.7,-5.6,0,0.5,28,37,6,34,NA,32,NA,20,5,36
19,23,-0.6,1021.9,-1,0,0.7,30,6,5,36,NA,20,NA,9,5,47
43,44,1.5,1022.7,-1.4,0,1.5,19,23,5,47,NA,9,NA,13,5,47
56,56,1.9,1022.7,-2.8,0,2.7,43,44,5,47,NA,13,NA,20,9,46
45,60,3.3,1022.2,-8.1,0,2.8,56,56,9,46,NA,20,NA,31,14,44
53,22,3,1021.6,-3.8,0,2.5,45,60,14,44,NA,31,NA,48,22,37
82,84,3.8,1020.7,-7.1,0,0.4,53,22,22,37,NA,48,NA,49,18,40
3,183,4.7,1019.5,-6.5,0,2.1,82,84,18,40,NA,49,1800,54,164,25
10,28,5.7,1018.5,-6.9,0,1.8,3,183,164,25,1800,54,900,76,19,21
49,30,5.4,1017.7,-5.6,0,3.1,10,28,19,21,900,76,800,77,14,21
48,51,5.6,1017.2,-6.3,0,4.4,49,30,14,21,800,77,800,75,15,22
62,41,4.9,1016.8,-4.7,0,2.9,48,51,15,22,800,75,800,72,19,27
64,76,4,1016.5,-4.5,0,3.4,62,41,19,27,800,72,800,60,15,34
70,76,3.7,1016.5,-4,0,4.3,64,76,15,34,800,60,900,50,12,38
81,84,3.6,1016.2,-3.9,0,1.8,70,76,12,38,900,50,1000,38,11,46
95,81,2.9,1016,-4.1,0,1.7,81,84,11,46,1000,38,1000,32,12,53
90,94,2.7,1015.2,-4.1,0,1.5,95,81,12,53,1000,32,1200,19,13,65
97,98,2.7,1014.2,-4.1,0,1.4,90,94,13,65,1200,19,1100,20,13,63
108,98,2.4,1013.8,-4.1,0,2.2,97,98,13,63,1100,20,1000,29,17,51
107,96,2,1013.1,-4.3,0,2.3,108,98,17,51,1000,29,1000,34,19,40
94,97,1.6,1012.1,-4.5,0,1.7,107,96,19,40,1000,34,800,23,19,35
85,75,0.8,1011.1,-4.2,0,1.1,94,97,19,35,800,23,NA,NA,15,44
86,72,0.1,1010.4,-4,0,1,85,75,15,44,NA,NA,600,18,12,45
90,70,-0.3,1009.9,-4.4,0,1.3,86,72,12,45,600,18,900,13,10,44
96,73,-0.3,1009.5,-3.7,0,0.9,90,70,10,44,900,13,900,7,10,50
97,79,0.9,1008.9,-4.5,0,1.1,96,73,10,50,900,7,1100,3,10,54
88,95,2.5,1007.8,-4.3,0,0.6,97,79,10,54,1100,3,1100,8,13,49
98,111,3.6,1007,-3.5,0,0.8,88,95,13,49,1100,8,1200,13,20,52
121,129,4.9,1005.9,-3.4,0,1.3,98,111,20,52,1200,13,1500,11,20,65
137,151,5.4,1004.9,-2.9,0,1.8,121,129,20,65,1500,11,1600,13,20,77
154,169,6.6,1003.7,-2.6,0,2.3,137,151,20,77,1600,13,1700,18,23,83
174,181,8.2,1002.3,-3,0,1.8,154,169,23,83,1700,18,1700,25,26,87
173,177,8.4,1002,-2.3,0,2.2,174,181,26,87,1700,25,1500,34,36,86
185,187,8.3,1001.7,-2.4,0,2,173,177,36,86,1500,34,1500,38,38,91
187,195,8.3,1001.3,-2.1,0,2.8,185,187,38,91,1500,38,1500,36,35,97
193,202,7.1,1002,-1.8,0,1.5,187,195,35,97,1500,36,1600,30,35,108
198,211,6.6,1003.4,-1.6,0,1.7,193,202,35,108,1600,30,1700,21,35,118
208,225,6.3,1004.6,-1.4,0,1.7,198,211,35,118,1700,21,1800,12,34,125
208,220,6.1,1005.4,-1.6,0,2.4,208,225,34,125,1800,12,1700,8,31,126
211,213,6.2,1006.4,-1.9,0,2.5,208,220,31,126,1700,8,1700,15,28,118
192,194,6.7,1007.7,-2,0,2.3,211,213,28,118,1700,15,1600,20,26,105
177,182,6,1008.5,-1.6,0,1.7,192,194,26,105,1600,20,1600,32,30,89
173,180,5.4,1009.6,-2.4,0,1.5,177,182,30,89,1600,32,1600,21,31,94
161,149,5,1010.5,-4.1,0,1.3,173,180,31,94,1600,21,1300,37,34,73
124,151,4.3,1011.2,-4.2,0,0.9,161,149,34,73,1300,37,1100,42,32,62
104,151,4.5,1011.8,-6.1,0,1.5,124,151,32,62,1100,42,900,46,26,52
152,150,3.2,1012.9,-5.7,0,2.2,104,151,26,52,900,46,1000,21,26,83
56,150,2.8,1013.9,-7.1,0,0.7,152,150,26,83,1000,21,700,47,16,45
14,147,2.7,1015.1,-9.6,0,0.9,56,150,16,45,700,47,500,67,9,27
8,10,5.4,1015.9,-10.8,0,2.5,14,147,9,27,500,67,400,39,12,45
10,137,6.7,1016.6,-12,0,2.5,8,10,12,45,400,39,400,53,12,37
136,133,7.7,1016.7,-6.5,0,1.8,10,137,12,37,400,53,400,63,26,80
132,128,7.7,1016.3,-7.6,0,1.5,136,133,26,80,400,63,400,72,26,79
128,127,8.6,1015.5,-7.2,0,2.5,132,128,26,79,400,72,1000,52,26,77
60,115,9.3,1014.6,-7,0,4.3,128,127,26,77,1000,52,1100,60,37,34
60,110,9.6,1013.8,-5.9,0,3.7,60,115,37,34,1100,60,1000,66,30,33
76,147,9.9,1013.4,-6.5,0,5.3,60,110,30,33,1000,66,1100,78,25,38
72,142,10.2,1012.7,-5.4,0,3.4,76,147,25,38,1100,78,1000,84,24,35
62,127,9.7,1012.2,-5.4,0,4.2,72,142,24,35,1000,84,800,86,22,30
73,123,9,1012.7,-5.3,0,4.1,62,127,22,30,800,86,800,85,22,34
75,118,8.5,1013.2,-5.7,0,2.5,73,123,22,34,800,85,800,82,21,38
67,110,7.7,1013.4,-6.1,0,2.3,75,118,21,38,800,82,800,74,19,40
69,107,5.1,1014.4,-4.8,0,1.9,67,110,19,40,800,74,800,58,18,48
62,98,3.9,1014.1,-4.6,0,2.4,69,107,18,48,800,58,700,47,17,44
60,92,3,1014.1,-4.2,0,2,62,98,17,44,700,47,900,25,16,57
66,87,1.9,1013.7,-4.4,0,2,60,92,16,57,900,25,1200,6,15,69
62,76,1.5,1013.1,-4.4,0,1.7,66,87,15,69,1200,6,1300,8,16,64
52,66,1.5,1012.2,-4,0,1.7,62,76,16,64,1300,8,1100,4,14,66
50,59,0.7,1011.5,-3.6,0,2.2,52,66,14,66,1100,4,1100,3,13,65
53,56,1.1,1010.9,-3.6,0,1.7,50,59,13,65,1100,3,1300,2,13,63
53,65,0.9,1010.1,-3.4,0,2.8,53,56,13,63,1300,2,1200,2,14,64
54,65,0.7,1010.1,-3.6,0,2.7,53,65,14,64,1200,2,1000,2,15,65
52,61,0.7,1010.2,-3.8,0,2.2,54,65,15,65,1000,2,900,2,14,56
45,52,1.2,1008.7,-4.9,0,3.5,52,61,14,56,900,2,900,5,20,53
47,58,2.4,1007.8,-4.8,0,2.6,45,52,20,53,900,5,1100,12,24,52
46,53,2.9,1007.5,-6,0,1.5,47,58,24,52,1100,12,1300,25,31,47
80,99,3.9,1007.2,-5.3,0,1.7,46,53,31,47,1300,25,1700,28,39,51
86,106,5,1006.5,-4.3,0,2.3,80,99,39,51,1700,28,1700,31,55,53
93,115,5.5,1005.9,-5.8,0,1.9,86,106,55,53,1700,31,1600,39,55,55
89,108,6.3,1005.8,-5.1,0,2.1,93,115,55,55,1600,39,1500,42,58,56
93,111,8,1005.6,-4.8,0,2.6,89,108,58,56,1500,42,1399,38,56,62
92,128,11.1,1005.9,-5.4,0,3.5,93,111,56,62,1399,38,1399,40,57,62
94,166,11.5,1007.7,-9.5,0,7.7,92,128,57,62,1399,40,1300,44,53,63
63,211,9.6,1009.9,-12.3,0,9.3,94,166,53,63,1300,44,700,64,31,42
21,147,7.9,1012.1,-15,0,5.4,63,211,31,42,700,64,200,92,8,13
15,67,6.5,1014.3,-13.7,0,5.9,21,147,8,13,200,92,200,89,4,13
12,75,5.8,1016.3,-15.5,0,5.2,15,67,4,13,200,89,200,92,3,12
12,37,5.2,1017.4,-16,0,2.6,12,75,3,12,200,92,200,97,3,10
8,18,4.5,1018,-16.6,0,3.4,12,37,3,10,200,97,200,96,3,11
6,18,2.9,1018.9,-14.8,0,2.8,8,18,3,11,200,96,100,97,3,9
6,17,2,1019.3,-16,0,3.4,6,18,3,9,100,97,100,90,3,12
7,17,1.2,1019.7,-15.3,0,2.8,6,17,3,12,100,90,200,79,5,16
8,17,0.2,1019.9,-15,0,2.6,7,17,5,16,200,79,200,63,7,23
8,14,-0.5,1019.8,-14.8,0,3.1,8,17,7,23,200,63,200,55,7,25
8,11,-0.7,1020.1,-14.3,0,2.3,8,14,7,25,200,55,200,50,8,30
8,12,-1.2,1020.6,-13.7,0,1.2,8,11,8,30,200,50,200,49,8,30
8,13,0.2,1021,-13.8,0,1.2,8,12,8,30,200,49,200,45,6,31
10,10,2.4,1021.4,-15.2,0,2,8,13,6,31,200,45,300,49,7,34
12,17,3.6,1021.5,-17.9,0,4.4,10,10,7,34,300,49,300,65,7,24
13,16,4.8,1021.3,-17.6,0,3.4,12,17,7,24,300,65,200,74,9,18
11,12,5.9,1020.5,-17.4,0,2.2,13,16,9,18,200,74,200,84,8,12
4,9,6.8,1019.5,-17.3,0,1.6,11,12,8,12,200,84,200,86,9,11
10,11,8.1,1018.1,-17.9,0,1.4,4,9,9,11,200,86,200,88,11,10
4,11,8.8,1016.4,-17.3,0,3.5,10,11,11,10,200,88,200,91,9,9
5,7,9.9,1015.3,-17.3,0,2.4,4,11,9,9,200,91,200,97,6,8
4,9,11,1014.5,-17.4,0,2.3,5,7,6,8,200,97,200,94,7,8
9,14,9.5,1014.1,-15.9,0,1.2,4,9,7,8,200,94,200,92,6,12
17,27,8.9,1014.3,-17.2,0,2.1,9,14,6,12,200,92,200,85,6,19
25,47,7.3,1014.9,-15.5,0,3.2,17,27,6,19,200,85,300,80,6,27
34,61,6.7,1016,-14.1,0,2.6,25,47,6,27,300,80,NA,73.4706,8,33
48,86,6.3,1016.6,-13.4,0,2.1,34,61,8,33,NA,73.4706,NA,54.4068,16,42
60,87,6,1017.1,-13.1,0,1.8,48,86,16,42,NA,54.4068,NA,43.2684,23,49
55,76,4,1017.3,-11.6,0,0.8,60,87,23,49,NA,43.2684,NA,41.9832,18,48
58,85,3.7,1018.1,-11.5,0,2,55,76,18,48,NA,41.9832,500,45,23,44
58,85,2.7,1018.5,-9,0,1.8,58,85,23,44,500,45,NA,24.633,23,45
66,99,1.2,1018.9,-7.3,0,3.2,58,85,23,45,NA,24.633,NA,11.9952,30,61
73,117,0,1019.2,-6.4,0,1.3,66,99,30,61,NA,11.9952,NA,7.2828,22,67
78,104,-0.7,1019.3,-6.1,0,1.5,73,117,22,67,NA,7.2828,NA,NA,23.4192,58
78,103,-1.1,1019.7,-6.5,0,1.5,78,104,23.4192,58,NA,NA,NA,0.6426,24,63
70,94,-1.9,1020.1,-6.6,0,0.7,78,103,24,63,NA,0.6426,NA,0.8568,20,64.8748
68,81,-1.2,1020.4,-6.4,0,0.9,70,94,20,64.8748,NA,0.8568,NA,NA,20,65
72,92,0.8,1020.6,-5.9,0,1.3,68,81,20,65,NA,NA,NA,1.7136,24,66
98,137,2.4,1020.6,-6.5,0,1.3,72,92,24,66,NA,1.7136,NA,6.426,59,69
113,151,4.3,1020.1,-7.8,0,0,98,137,59,69,NA,6.426,NA,12.4236,75,70
111,117,5.9,1019.5,-9.2,0,1.1,113,151,75,70,NA,12.4236,NA,29.988,69,62
100,108,7.2,1018.5,-7.6,0,2.1,111,117,69,62,NA,29.988,NA,48.8376,56,57
115,130,8.6,1017.6,-8.9,0,2.5,100,108,56,57,NA,48.8376,NA,41.9832,59,75
129,143,9.7,1016.3,-8,0,2.6,115,130,59,75,NA,41.9832,NA,56.9772,52,75
127,142,10.2,1015.4,-8.5,0,2.9,129,143,52,75,NA,56.9772,NA,68.3298,46,74
134,135,11.2,1014.8,-8.7,0,3.9,127,142,46,74,NA,68.3298,NA,92.7486,41,61
116,119,10.9,1014.4,-8.9,0,2.5,134,135,41,61,NA,92.7486,1300,101,36,51
111,124,10.1,1014.5,-9.1,0,2.8,116,119,36,51,1300,101,1100,100,36,52
109,133,9.3,1014.6,-8.3,0,1.4,111,124,36,52,1100,100,1000,100,32,52
128,157,9,1015,-8.1,0,1.3,109,133,32,52,1000,100,1200,82,42,67
141,168,8.9,1015.2,-9.1,0,2.1,128,157,42,67,1200,82,1399,52,42,87
120,142,8.7,1014.7,-9.8,0,2.5,141,168,42,87,1399,52,1200,40,35,86
100,109,7.9,1014.4,-10,0,0.6,120,142,35,86,1200,40,1200,39,31,76
94,107,7.2,1014,-10.1,0,1.6,100,109,31,76,1200,39,900,49,37,59
95,109,6.4,1013.7,-10,0,2.4,94,107,37,59,900,49,1000,39,36,63
100,122,5.7,1013.3,-9,0,0.6,95,109,36,63,1000,39,1100,24,39,73
115,143,4.9,1013,-6.4,0,1.3,100,122,39,73,1100,24,1100,9,57,81
140,167,3.5,1012.6,-5.2,0,0,115,143,57,81,1100,9,1200,4,63,80
165,202,3.8,1012.5,-3.3,0,0.8,140,167,63,80,1200,4,1399,3,48,76
178,203,3.3,1012.7,-2.5,0,0.7,165,202,48,76,1399,3,1300,4,40,69
180,205,2.2,1013,-1.6,0,0,178,203,40,69,1300,4,1399,2,30,67
188,196,4.6,1012.6,-0.6,0,0.8,180,205,30,67,1399,2,1399,5,28,57
162,183,5.8,1012.1,-0.5,0,1.3,188,196,28,57,1399,5,1500,6,31,57
192,192,6.8,1011.6,-0.4,0,1.8,162,183,31,57,1500,6,1600,8,41,63
201,219,8.1,1011.3,0.1,0,1.8,192,192,41,63,1600,8,1600,13,46,71
221,235,9.2,1010.4,-0.2,0,1.5,201,219,46,71,1600,13,1600,19,46,78
225,237,10.6,1009.2,-1.2,0,2.6,221,235,46,78,1600,19,1399,32,49,77
224,228,12.2,1008.1,-2.8,0,4,225,237,49,77,1399,32,1399,45,54,77
186,205,13.2,1007.1,-2.7,0,2.1,224,228,54,77,1399,45,1300,62,68,77
187,206,13.4,1006.1,-2.2,0,1.8,186,205,68,77,1300,62,NA,NA,69,78
NA,NA,13.5,1005.3,-2.5,0,4.2,187,206,69,78,NA,NA,NA,NA,NA,NA
3,3,13.1,1005.2,-0.9,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,12.2,1005.5,-0.4,0,0.6,3,3,NA,NA,NA,NA,2299,42,104,97
